facility_id;address;city;medium;meter_id;meter_manufacturer;gateway_id;gateway_product_model;phone;ip;port;gateway_status;meter_status;utc_offset
741;Eddagatan 08;Perstorp;District heating;68349262;ELV;12046896;CMi2110;0037282172772;NULL;NULL;OK;OK;+1
742;Eddagatan 10;Perstorp;District heating;68349274;ELV;12046845;CMi2110;0037282172822;NULL;NULL;OK;OK;+1
743;Eddagatan 12;Perstorp;District heating;68139932;ELV;12041209;CMi2110;07190000502499;NULL;NULL;OK;OK;+1
744;Valhallagatan 03;Perstorp;District heating;68349189;ELV;12046861;CMi2110;+37282172738;NULL;NULL;OK;OK;+1
745;Valhallagatan 04;Perstorp;District heating;68349296;ELV;12046862;CMi2110;+37282172739;NULL;NULL;OK;OK;+1
746;Valhallagatan 05;Perstorp;District heating;68349249;ELV;12046925;CMi2110;0037282172605;NULL;NULL;OK;OK;+1
747;Valhallagatan 06;Perstorp;District heating;68349299;ELV;12046953;CMi2110;+37282172616;NULL;NULL;OK;OK;+1
748;Valhallagatan 07;Perstorp;District heating;68349199;ELV;12046865;CMi2110;+37282172742;NULL;NULL;OK;OK;+1
749;Valhallagatan 08;Perstorp;District heating;68349312;ELV;12046970;CMi2110;0037282172794;NULL;NULL;OK;OK;+1
750;Valhallagatan 09;Perstorp;District heating;68349187;ELV;12046973;CMi2110;0037282172797;NULL;NULL;OK;OK;+1
751;Valhallagatan 10;Perstorp;District heating;68349191;ELV;12046871;CMi2110;+37282172748;NULL;NULL;OK;OK;+1
752;Valhallagatan 11;Perstorp;District heating;68349198;ELV;12046947;CMi2110;0037282172622;NULL;NULL;OK;OK;+1
753;Valhallagatan 12;Perstorp;District heating;68349325;ELV;12046958;CMi2110;0037282172780;NULL;NULL;OK;OK;+1
754;Valhallagatan 13;Perstorp;District heating;68349307;ELV;12046946;CMi2110;+37282172621;NULL;NULL;OK;OK;+1
755;Valhallagatan 14;Perstorp;District heating;67841365;ELV;12035369;CMi2110;07190000417053;NULL;NULL;OK;OK;+1
756;Snorregatan 03;Perstorp;District heating;68349273;ELV;12046826;CMi2110;0037282172803;NULL;NULL;OK;OK;+1
757;Snorregatan 05;Perstorp;District heating;68349219;ELV;12046932;CMi2110;0037282172600;NULL;NULL;OK;OK;+1
758;Snorregatan 07;Perstorp;District heating;68349277;ELV;12051930;CMi2110;0037282172813;NULL;NULL;OK;OK;+1
759;Snorregatan 08;Perstorp;District heating;68349236;ELV;12046956;CMi2110;0037282172782;NULL;NULL;OK;OK;+1
760;Snorregatan 09;Perstorp;District heating;68349319;ELV;12046910;CMi2110;0037282172581;NULL;NULL;OK;OK;+1
761;Snorregatan 10;Perstorp;District heating;68349245;ELV;12046919;CMi2110;0037282172610;NULL;NULL;OK;OK;+1
762;Snorregatan 11;Perstorp;District heating;68349258;ELV;12046397;CMi2110;0037282172577;NULL;NULL;OK;OK;+1
763;Snorregatan 13;Perstorp;District heating;68349314;ELV;12046959;CMi2110;0037282172779;NULL;NULL;OK;OK;+1
764;Snorregatan 15;Perstorp;District heating;68349334;ELV;12046880;CMi2110;0037282172757;NULL;NULL;OK;OK;+1
765;Snorregatan 17;Perstorp;District heating;68349316;ELV;12046911;CMi2110;0037282172582;NULL;NULL;OK;OK;+1
766;Snorregatan 19;Perstorp;District heating;68349261;ELV;12046937;CMi2110;0037282172615;NULL;NULL;OK;OK;+1
767;Snorregatan 21;Perstorp;District heating;68349321;ELV;12046922;CMi2110;0037282172589;NULL;NULL;OK;OK;+1
768;Snorregatan 23;Perstorp;District heating;68349292;ELV;12046957;CMi2110;0037282172778;NULL;NULL;OK;OK;+1
769;Snorregatan 25;Perstorp;District heating;68349194;ELV;12046920;CMi2110;0037282172591;NULL;NULL;OK;OK;+1
770;Snorregatan 27;Perstorp;District heating;68349317;ELV;12046923;CMi2110;0037282172590;NULL;NULL;OK;OK;+1
771;Snorregatan 29;Perstorp;District heating;68349209;ELV;12046874;CMi2110;0037282172751;NULL;NULL;OK;OK;+1
772;Snorregatan 31;Perstorp;District heating;68349254;ELV;12046963;CMi2110;0037282172791;NULL;NULL;OK;OK;+1
773;Eddagatan 01;Perstorp;District heating;68349222;ELV;12046878;CMi2110;0037282172755;NULL;NULL;OK;OK;+1
774;Spjutserödsvägen 37;Perstorp;District heating;68139943;ELV;12041191;CMi2110;07190000502502;NULL;NULL;OK;OK;+1
775;Snorregatan 33;Perstorp;District heating;68349193;ELV;12046879;CMi2110;+37282172756;NULL;NULL;OK;OK;+1
776;Midgårdsgatan 02;Perstorp;District heating;68349237;ELV;12046849;CMi2110;0037282172726;NULL;NULL;OK;OK;+1
777;Midgårdsgatan 04;Perstorp;District heating;68349231;ELV;12046931;CMi2110;0037282172608;NULL;NULL;OK;OK;+1
778;Midgårdsgatan 06;Perstorp;District heating;68349330;ELV;12046396;CMi2110;0037282172579;NULL;NULL;OK;OK;+1
779;Midgårdsgatan 08;Perstorp;District heating;68349293;ELV;12046829;CMi2110;0037282172806;NULL;NULL;OK;OK;+1
780;Midgårdsgatan 10;Perstorp;District heating;68349196;ELV;12046908;CMi2110;0037282172584;NULL;NULL;OK;OK;+1
781;Midgårdsgatan 12;Perstorp;District heating;68349218;ELV;12046929;CMi2110;0037282172601;NULL;NULL;OK;OK;+1
782;Midgårdsgatan 14;Perstorp;District heating;68349197;ELV;12046907;CMi2110;0037282172585;NULL;NULL;OK;OK;+1
783;Midgårdsgatan 16;Perstorp;District heating;68349217;ELV;12046900;CMi2110;0037282172588;NULL;NULL;OK;OK;+1
784;Midgårdsgatan 18;Perstorp;District heating;68349195;ELV;12046918;CMi2110;0037282172592;NULL;NULL;OK;OK;+1
785;Midgårdsgatan 20;Perstorp;District heating;68349290;ELV;12046838;CMi2110;0037282172815;NULL;NULL;OK;OK;+1
786;Midgårdsgatan 22;Perstorp;District heating;68349298;ELV;12046853;CMi2110;0037282172730;NULL;NULL;OK;OK;+1
787;Midgårdsgatan 24;Perstorp;District heating;68349333;ELV;12046916;CMi2110;0037282172593;NULL;NULL;OK;OK;+1
788;Midgårdsgatan 26;Perstorp;District heating;68349288;ELV;12046833;CMi2110;0037282172809;NULL;NULL;OK;OK;+1
789;Midgårdsgatan 28;Perstorp;District heating;68349287;ELV;12046832;CMi2110;0037282172808;NULL;NULL;OK;OK;+1
790;Midgårdsgatan 30;Perstorp;District heating;68349253;ELV;12046955;CMi2110;0037282172781;NULL;NULL;OK;OK;+1
791;Midgårdsgatan 32;Perstorp;District heating;68349278;ELV;12046831;CMi2110;0037282172807;NULL;NULL;OK;OK;+1
792;Midgårdsgatan 34;Perstorp;District heating;68349286;ELV;12046830;CMi2110;0037282172810;NULL;NULL;OK;OK;+1
793;Midgårdsgatan 36;Perstorp;District heating;68349281;ELV;12046837;CMi2110;0037282172814;NULL;NULL;OK;OK;+1
794;Midgårdsgatan 38;Perstorp;District heating;68349280;ELV;12046828;CMi2110;0037282172805;NULL;NULL;OK;OK;+1
795;Midgårdsgatan 40;Perstorp;District heating;68349291;ELV;12046854;CMi2110;0037282172731;NULL;NULL;OK;OK;+1
796;Midgårdsgatan 42;Perstorp;District heating;68349328;ELV;12046934;CMi2110;0037282172599;NULL;NULL;OK;OK;+1
797;Midgårdsgatan 44;Perstorp;District heating;67970121;ELV;12036880;CMi2110;+37282172743;NULL;NULL;OK;OK;+1
798;Timotejgatan 04;Perstorp;District heating;68139984;ELV;12041000;CMi2110;07190000502490;NULL;NULL;OK;OK;+1
799;Timotejgatan 02;Perstorp;District heating;67970134;ELV;12036874;CMi2110;07190000426226;NULL;NULL;OK;OK;+1
800;Fasanvägen 27;Perstorp;District heating;67970095;ELV;12037103;CMi2110;07190000426178;NULL;NULL;OK;OK;+1
801;Eddagatan 13;Perstorp;District heating;67841416;ELV;12036162;CMi2110;07190000417124;NULL;NULL;OK;OK;+1
802;Järnvägsgatan 11;Perstorp;District heating;67190513;ELV;12022604;CMi2110;0037283013489;NULL;NULL;OK;OK;+1
803;Färgarevägen 18;Perstorp;District heating;67606272;ELV;12031839;CMi2110;07190000355138;NULL;NULL;OK;OK;+1
804;Stockholmsvägen 23;Perstorp;District heating;67970098;ELV;12036891;CMi2110;07190000426230;NULL;NULL;OK;OK;+1
805;Blåbärsstigen 14;Perstorp;District heating;67970122;ELV;12036865;CMi2110;07190000426215;NULL;NULL;OK;OK;+1
806;Ebbarpsvägen 75;Perstorp;District heating;68139938;ELV;12041062;CMi2110;07190000502451;NULL;NULL;OK;OK;+1
807;Ebbarpsvägen 77;Perstorp;District heating;68139951;ELV;12040991;CMi2110;07190000502489;NULL;NULL;OK;OK;+1
808;Ebbarpsvägen 81;Perstorp;District heating;68139936;ELV;12041212;CMi2110;07190000502497;NULL;NULL;OK;OK;+1
809;Ebbarpsvägen 71;Perstorp;District heating;68140009;ELV;12041049;CMi2110;07190000502430;NULL;NULL;OK;OK;+1
810;Parkvägen 10;Perstorp;District heating;67970022;ELV;12037351;CMi2110;07190000426173;NULL;NULL;OK;OK;+1
811;Trädgårdsgatan 01;Perstorp;District heating;67970110;ELV;12036878;CMi2110;07190000426222;NULL;NULL;OK;OK;+1
812;Stockholmsvägen 31;Perstorp;District heating;67606282;ELV;12032009;CMi2110;07190000355023;NULL;NULL;OK;OK;+1
813;Parkvägen 38;Perstorp;District heating;68349282;ELV;12046842;CMi2110;0037282172819;NULL;NULL;OK;OK;+1
814;Spelvägen 31;Perstorp;District heating;68140037;ELV;12040995;CMi2110;07190000502471;NULL;NULL;OK;OK;+1
815;Sagogatan 01;Perstorp;District heating;68349272;ELV;12046834;CMi2110;0037282172811;NULL;NULL;OK;OK;+1
816;Tomtebogatan 08;Perstorp;District heating;68349215;ELV;12046890;CMi2110;+37282172766;NULL;NULL;OK;OK;+1
817;Sagogatan 03;Perstorp;District heating;68349275;ELV;12046843;CMi2110;0037282172820;NULL;NULL;OK;OK;+1
818;Sagogatan 04;Perstorp;District heating;68349216;ELV;12046906;CMi2110;0037282172583;NULL;NULL;OK;OK;+1
820;Oderljungavägen 45;Perstorp;District heating;68139955;ELV;12041058;CMi2110;07190000502458;NULL;NULL;OK;OK;+1
821;Tomtebogatan 06;Perstorp;District heating;68349309;ELV;12046962;CMi2110;0037282172785;NULL;NULL;OK;OK;+1
822;Trollgatan 03;Perstorp;District heating;68349301;ELV;12046942;CMi2110;0037282172784;NULL;NULL;OK;OK;+1
823;Trollgatan 05;Perstorp;District heating;68349310;ELV;12046948;CMi2110;+37282172775;NULL;NULL;OK;OK;+1
824;Tomtebogatan 12;Perstorp;District heating;68349205;ELV;12046872;CMi2110;+37282172749;NULL;NULL;OK;OK;+1
825;Tomtebogatan 14;Perstorp;District heating;68349202;ELV;12046891;CMi2110;+37282172767;NULL;NULL;OK;OK;+1
826;Tomtebogatan 16;Perstorp;District heating;68349311;ELV;12046967;CMi2110;0037282172789;NULL;NULL;OK;OK;+1
827;Trollgatan 07;Perstorp;District heating;68349257;ELV;12046943;CMi2110;0037282172623;NULL;NULL;OK;OK;+1
828;Tomtebogatan 23;Perstorp;District heating;68349303;ELV;12046924;CMi2110;0037282172603;NULL;NULL;OK;OK;+1
829;Tomtebogatan 25;Perstorp;District heating;68349322;ELV;12046909;CMi2110;0037282172580;NULL;NULL;OK;OK;+1
830;Tomtebogatan 27;Perstorp;District heating;68349203;ELV;12046870;CMi2110;+37282172747;NULL;NULL;OK;OK;+1
831;Tomtebogatan 29;Perstorp;District heating;68349327;ELV;12046388;CMi2110;0037282172575;NULL;NULL;OK;OK;+1
832;Tomtebogatan 31;Perstorp;District heating;68349206;ELV;12046873;CMi2110;+37282172750;NULL;NULL;OK;OK;+1
833;Trollgatan 09;Perstorp;District heating;68349336;ELV;12046745;CMi2110;+37282172574;NULL;NULL;OK;OK;+1
834;Trollgatan 11;Perstorp;District heating;68349332;ELV;12046395;CMi2110;+37282172578;NULL;NULL;OK;OK;+1
835;Gustavsborgsvägen 12;Perstorp;District heating;67970109;ELV;12036871;CMi2110;07190000426211;NULL;NULL;OK;OK;+1
836;Gustavsborgsvägen 14;Perstorp;District heating;67970131;ELV;12036875;CMi2110;07190000426225;NULL;NULL;OK;OK;+1
837;Snickaregatan 05;Perstorp;District heating;67970045;ELV;12037347;CMi2110;07190000426163;NULL;NULL;OK;OK;+1
838;Spjutserödsvägen 25;Perstorp;District heating;67970140;ELV;12036894;CMi2110;07190000426233;NULL;NULL;OK;OK;+1
839;Snickaregatan 07;Perstorp;District heating;67970036;ELV;12036870;CMi2110;07190000426212;NULL;NULL;OK;OK;+1
840;Notvägen 17;Perstorp;District heating;68139942;ELV;12041055;CMi2110;07190000502449;NULL;NULL;OK;OK;+1
841;Musikvägen 06;Perstorp;District heating;68139935;ELV;12041047;CMi2110;07190000502447;NULL;NULL;OK;OK;+1
842;Notvägen 18;Perstorp;District heating;68140001;ELV;12041763;CMi2110;07190000502373;NULL;NULL;OK;OK;+1
843;Notvägen 20;Perstorp;District heating;68139988;ELV;12041781;CMi2110;07190000502376;NULL;NULL;OK;OK;+1
844;Hässleholmsvägen 39;Perstorp;District heating;67970071;ELV;12037292;CMi2110;07190000426103;NULL;NULL;OK;OK;+1
845;Duvstigen 19;Perstorp;District heating;68139928;ELV;12041733;CMi2110;07190000502412;NULL;NULL;OK;OK;+1
846;Färgarevägen 05;Perstorp;District heating;67970026;ELV;12037330;CMi2110;07190000426136;NULL;NULL;OK;OK;+1
847;Klövergatan 20;Perstorp;District heating;67970133;ELV;12036886;CMi2110;07190000426242;NULL;NULL;OK;OK;+1
848;Spjutserödsvägen 05;Perstorp;District heating;67970028;ELV;12037407;CMi2110;07190000426156;NULL;NULL;OK;OK;+1
849;Porsvägen 27;Perstorp;District heating;67190495;ELV;12031868;CMi2110;07190000435312;NULL;NULL;Felrapporterad;Felrapporterad;+1
850;Mossvägen 22;Perstorp;District heating;67606270;ELV;12031869;CMi2110;07190000355146;NULL;NULL;OK;OK;+1
851;Verkstadsgatan 07;Perstorp;District heating;67606235;ELV;12032020;CMi2110;07190000355044;NULL;NULL;OK;OK;+1
852;Sångvägen 25;Perstorp;District heating;68140020;ELV;12041792;CMi2110;07190000502388;NULL;NULL;OK;OK;+1
853;Duvstigen 12;Perstorp;District heating;68139931;ELV;12041749;CMi2110;07190000502421;NULL;NULL;OK;OK;+1
854;Stockholmsvägen 02;Perstorp;District heating;67841450;ELV;12035333;CMi2110;07190000417018;NULL;NULL;OK;OK;+1
855;Körsbärsvägen 06;Perstorp;District heating;67970055;ELV;12037083;CMi2110;07190000426207;NULL;NULL;OK;OK;+1
856;Kolonigatan 06;Perstorp;District heating;68139922;ELV;12041777;CMi2110;07190000502369;NULL;NULL;OK;OK;+1
857;Porsvägen 03;Perstorp;District heating;67970101;ELV;12037098;CMi2110;07190000426187;NULL;NULL;OK;OK;+1
858;Hässleholmsvägen 06;Perstorp;District heating;67606181;ELV;12032070;CMi2110;07190000355091;NULL;NULL;OK;OK;+1
859;Stockholmsvägen 21;Perstorp;District heating;67970087;ELV;12037086;CMi2110;07190000426193;NULL;NULL;OK;OK;+1
860;Stockholmsvägen 19;Perstorp;District heating;67970051;ELV;12037105;CMi2110;07190000426192;NULL;NULL;OK;OK;+1
861;Duvstigen 15;Perstorp;District heating;68139975;ELV;12041769;CMi2110;07190000502358;NULL;NULL;OK;OK;+1
865;Parkvägen 30;Perstorp;District heating;67970096;ELV;12036890;CMi2110;07190000426229;NULL;NULL;OK;OK;+1
866;Jeans väg 27;Perstorp;District heating;68139953;ELV;12041029;CMi2110;07190000502452;NULL;NULL;OK;OK;+1
867;Jeans väg 41;Perstorp;District heating;68349204;ELV;12046881;CMi2110;+37282172758;NULL;NULL;OK;OK;+1
868;Färgarevägen 41;Perstorp;District heating;67969996;ELV;12037317;CMi2110;07190000426124;NULL;NULL;OK;OK;+1
869;Eldarevägen 02;Perstorp;District heating;67841380;ELV;12035357;CMi2110;07190000417065;NULL;NULL;OK;OK;+1
871;Alvägen 02;Perstorp;District heating;67970013;ELV;12037319;CMi2110;07190000426126;NULL;NULL;OK;OK;+1
872;Alvägen 04;Perstorp;District heating;67841501;ELV;12035353;CMi2110;07190000417056;NULL;NULL;OK;OK;+1
873;Alvägen 06;Perstorp;District heating;67841510;ELV;12035380;CMi2110;07190000417040;NULL;NULL;OK;OK;+1
874;Alvägen 08;Perstorp;District heating;67841376;ELV;12035379;CMi2110;07190000417041;NULL;NULL;OK;OK;+1
875;Alvägen 10;Perstorp;District heating;67841474;ELV;12035320;CMi2110;07190000417029;NULL;NULL;OK;OK;+1
877;Blåbärsstigen 10;Perstorp;District heating;67606168;ELV;12031871;CMi2110;07190000355098;NULL;NULL;OK;OK;+1
879;Ingenjörsvägen 01;Perstorp;District heating;68139959;ELV;12041035;CMi2110;07190000502455;NULL;NULL;OK;OK;+1
880;Parkvägen 55;Perstorp;District heating;68349323;ELV;12046954;CMi2110;0037282172777;NULL;NULL;OK;OK;+1
886;Färgarevägen 37;Perstorp;District heating;67970010;ELV;12037311;CMi2110;07190000426110;NULL;NULL;OK;OK;+1
887;Trastvägen 04;Perstorp;District heating;67606172;ELV;12032054;CMi2110;07190000355070;NULL;NULL;OK;OK;+1
889;Jeans väg 05;Perstorp;District heating;68139937;ELV;12041032;CMi2110;07190000502444;NULL;NULL;OK;OK;+1
890;Arons väg 13;Perstorp;District heating;67606214;ELV;12031935;CMi2110;07190000355109;NULL;NULL;OK;OK;+1
891;Aspvägen 02;Perstorp;District heating;68139911;ELV;12040999;CMi2110;07190000502462;NULL;NULL;OK;OK;+1
892;Bäckavägen 08;Perstorp;District heating;68139926;ELV;12041028;CMi2110;07190000502443;NULL;NULL;OK;OK;+1
893;Jeans väg 16;Perstorp;District heating;68140046;ELV;12041030;CMi2110;07190000502426;NULL;NULL;OK;OK;+1
894;Alvägen 09;Perstorp;District heating;67841399;ELV;12035356;CMi2110;07190000417067;NULL;NULL;OK;OK;+1
895;Färgarevägen 34;Perstorp;District heating;67969999;ELV;12037307;CMi2110;07190000426116;NULL;NULL;OK;OK;+1
896;Spjutserödsvägen 43;Perstorp;District heating;67606246;ELV;12032035;CMi2110;07190000355057;NULL;NULL;OK;OK;+1
897;Solparkens Förskola;Perstorp;District heating;67606213;ELV;12031934;CMi2110;07190000355108;NULL;NULL;OK;OK;+1
898;Mossvägen 17;Perstorp;District heating;67606254;ELV;12031898;CMi2110;07190000355121;NULL;NULL;OK;OK;+1
899;Stockholmsvägen 29;Perstorp;District heating;67190477;ELV;12022363;CMi2110;07190000388979;NULL;NULL;OK;OK;+1
900;Spelvägen 8;Perstorp;District heating;67606229;ELV;12032002;CMi2110;07190000355049;NULL;NULL;OK;OK;+1
086;Järnvägsgatan 29;Perstorp;District heating;67190457;ELV;12022579;CMi2110;07190000388859;NULL;NULL;OK;OK;+1
022;Köpmangatan 4;Perstorp;District heating;67190478;ELV;12022335;CMi2110;07190000388931;NULL;NULL;OK;OK;+1
901;Tjäderstigen 18;Perstorp;District heating;67190523;ELV;12022322;CMi2110;07190000388914;NULL;NULL;OK;OK;+1
040;"Jättegatan 17 ";Perstorp;District heating;67606305;ELV;12031448;CMi2110;07190000355165;NULL;NULL;OK;OK;+1
096;Verkstadsgatan 3;Perstorp;District heating;67606211;ELV;12032047;CMi2110;07190000355060;NULL;NULL;OK;OK;+1
090;Verkstadsgatan 1;Perstorp;District heating;67606227;ELV;12032006;CMi2110;07190000355050;NULL;NULL;OK;OK;+1
007;Torggatan 3;Perstorp;District heating;67606244;ELV;12032052;CMi2110;07190000355061;NULL;NULL;OK;OK;+1
029;Järnvägsgatan 25;Perstorp;District heating;67606207;ELV;12031855;CMi2110;07190000355103;NULL;NULL;OK;OK;+1
060;Bäckvägen 15;Perstorp;District heating;67606167;ELV;12031931;CMi2110;07190000355106;NULL;NULL;OK;OK;+1
024;Järnvägsgatan 15;Perstorp;District heating;67606169;ELV;12031926;CMi2110;07190000355111;NULL;NULL;OK;OK;+1
902;"Stockholmsvägen ";Perstorp;District heating;67606303;ELV;12032059;CMi2110;07190000355071;NULL;NULL;OK;Larm;+1
903;Tomtebogatan 10;Perstorp;District heating;67841467;ELV;12035349;CMi2110;07190000417001;NULL;NULL;OK;OK;+1
079;Skolstigen;Perstorp;District heating;67841364;ELV;12035375;CMi2110;07190000417045;NULL;NULL;OK;OK;+1
904;Parkvägen 25;Perstorp;District heating;67970073;ELV;12037350;CMi2110;07190000426144;NULL;NULL;OK;OK;+1
905;Spelvägen 15;Perstorp;District heating;67606158;ELV;12032045;CMi2110;07190000435308;NULL;NULL;OK;OK;+1
906;Notvägen 5;Perstorp;District heating;67970142;ELV;12036863;CMi2110;07190000426217;NULL;NULL;OK;OK;+1
082;Parkvägen 3;Perstorp;District heating;68139915;ELV;12041732;CMi2110;07190000502394;NULL;NULL;OK;OK;+1
051;Jättegatan 16;Perstorp;District heating;68139920;ELV;12040997;CMi2110;07190000502463;NULL;NULL;OK;Larm;+1
050;Jättegatan 14;Perstorp;District heating;68140016;ELV;12041715;CMi2110;07190000502389;NULL;NULL;OK;Larm;+1
030;Jättegatan 1;Perstorp;District heating;68139912;ELV;12041757;CMi2110;07190000502372;NULL;NULL;OK;Larm;+1
031;Jättegatan 3;Perstorp;District heating;68140024;ELV;12041790;CMi2110;07190000502386;NULL;NULL;OK;Larm;+1
018;Dvärggatan 3;Perstorp;District heating;68139960;ELV;12041746;CMi2110;07190000502419;NULL;NULL;OK;OK;+1
017;Dvärggatan 5;Perstorp;District heating;68139905;ELV;12041787;CMi2110;07190000502382;NULL;NULL;OK;OK;+1
908;Fasanvägen 29;Perstorp;District heating;68139941;ELV;12041042;CMi2110;07190000502446;NULL;NULL;OK;OK;+1
910;Spjutserödsvägen 23;Perstorp;District heating;68139930;ELV;12041060;CMi2110;07190000502459;NULL;NULL;OK;Larm;+1
911;Skrivarevägen 8;Perstorp;District heating;68349212;ELV;12046875;CMi2110;0037282172752;NULL;NULL;OK;OK;+1
035;Jättegatan 23;Perstorp;District heating;68349246;ELV;12046928;CMi2110;0037282172602;NULL;NULL;OK;OK;+1
907;Mossvägen 30;Perstorp;District heating;68349233;ELV;12046921;CMi2110;0037282172606;NULL;NULL;OK;OK;+1
912;Klockarevägen 5;Perstorp;District heating;68349242;ELV;12046941;CMi2110;0037282172612;NULL;NULL;OK;OK;+1
913;Industrigatan 7;Perstorp;District heating;68349251;ELV;12046979;CMi2110;0037282172801;NULL;NULL;OK;OK;+1
914;Lärkvägen 13;Perstorp;District heating;68349234;ELV;12046917;CMi2110;0037282172799;NULL;NULL;OK;OK;+1
915;Arons väg 22;Perstorp;District heating;67606236;ELV;12032042;CMi2110;0037283021617;NULL;NULL;OK;OK;+1
916;Fasanvägen 38;Perstorp;District heating;68349207;ELV;12046866;CMi2110;+37282172743;NULL;NULL;OK;OK;+1
918;Jeans park;Perstorp;District heating;68349308;ELV;12046965;CMi2110;0037282172786;NULL;NULL;OK;OK;+1
